20071127 00:00,1.48414,1.49013,1.47232,1.47471,0,1.48417,1.49009,1.47238,1.47472,0
20071128 00:00,1.47472,1.48591,1.47117,1.47492,0,1.47474,1.48588,1.47119,1.47498,0
20071129 00:00,1.47493,1.47814,1.47223,1.47503,0,1.47498,1.47818,1.47227,1.47508,0
20071130 00:00,1.47508,1.47851,1.46291,1.46301,0,1.47504,1.4785,1.46299,1.46299,0
20071202 00:00,1.46605,1.47083,1.46202,1.46481,0,1.46609,1.47089,1.46208,1.46484,0
20071203 00:00,1.46477,1.46961,1.46354,1.46581,0,1.46479,1.46959,1.46356,1.46587,0
20071204 00:00,1.46582,1.47701,1.46532,1.47161,0,1.46587,1.47709,1.46536,1.47164,0
20071205 00:00,1.47158,1.47272,1.45541,1.45661,0,1.47158,1.47275,1.45545,1.45664,0
20071206 00:00,1.45662,1.46601,1.45246,1.46234,0,1.45668,1.46599,1.45259,1.46238,0
20071207 00:00,1.46236,1.46732,1.46107,1.46541,0,1.46238,1.46734,1.46108,1.46539,0
20071209 00:00,1.46446,1.46745,1.46401,1.46742,0,1.46461,1.46748,1.46409,1.46748,0
20071210 00:00,1.46746,1.47509,1.46603,1.47111,0,1.46747,1.47508,1.46608,1.47119,0
20071211 00:00,1.47114,1.47254,1.4639,1.46845,0,1.47122,1.47279,1.46398,1.46839,0
20071212 00:00,1.46841,1.47449,1.46606,1.46973,0,1.46843,1.47439,1.46603,1.46972,0
20071213 00:00,1.46971,1.47041,1.45442,1.45462,0,1.46977,1.47046,1.45448,1.45459,0
20071214 00:00,1.45468,1.45564,1.44111,1.44231,0,1.45468,1.45559,1.44119,1.44239,0
20071216 00:00,1.44421,1.44531,1.43472,1.43472,0,1.44429,1.44534,1.43469,1.43469,0
20071217 00:00,1.43467,1.44171,1.43306,1.43883,0,1.43469,1.44179,1.43308,1.43889,0
20071218 00:00,1.43886,1.44359,1.43736,1.43943,0,1.43889,1.44361,1.43741,1.43951,0
20071219 00:00,1.43941,1.44056,1.43249,1.43544,0,1.43944,1.44057,1.43261,1.43543,0
20071220 00:00,1.43547,1.44102,1.43107,1.43605,0,1.43545,1.44101,1.43108,1.43611,0
20071221 00:00,1.43599,1.43903,1.43489,1.43579,0,1.43606,1.43904,1.4349,1.43578,0
20071223 00:00,1.43849,1.4391,1.43749,1.4391,0,1.43865,1.43911,1.43751,1.43911,0
20071224 00:00,1.43908,1.44136,1.43894,1.4408,0,1.43911,1.44137,1.43895,1.44081,0
20071227 00:00,1.44959,1.46828,1.44926,1.46769,0,1.44965,1.46828,1.44928,1.46775,0
